ticker,name,year,esg,e,s,g,sector,industry
MDT,MEDTRONIC,2023,72.47,85.65,88.74,79.35,Healthcare,Medical Devices
MDT,MEDTRONIC,2024,72.48,82.22,88.07,81.74,Healthcare,Medical Devices
MET,METLIFE,2020,81.95,81.66,69.01,20.23,Financial Services,Insurance - Life
MET,METLIFE,2021,49.05,79.52,65.32,43.16,Financial Services,Insurance - Life
MET,METLIFE,2022,59.96,79.58,65.06,47.42,Financial Services,Insurance - Life
MET,METLIFE,2023,80.98,75.19,64.82,44.4,Financial Services,Insurance - Life
MET,METLIFE,2024,80.76,72.31,67.2,38.08,Financial Services,Insurance - Life
META,META PLATFORMS A,2020,56.55,47.18,53.17,54.42,Communication Services,Internet Content & Information
META,META PLATFORMS A,2021,48.22,45.24,55.55,49.05,Communication Services,Internet Content & Information
META,META PLATFORMS A,2022,56.39,47.89,57.92,21.65,Communication Services,Internet Content & Information
META,META PLATFORMS A,2023,47.23,43.55,62.19,43.78,Communication Services,Internet Content & Information
META,META PLATFORMS A,2024,51.09,40.39,61.11,28.7,Communication Services,Internet Content & Information
MGM,MGM RESORTS INTL.,2020,68.84,53.15,66.61,87.05,Consumer Cyclical,Resorts & Casinos
MGM,MGM RESORTS INTL.,2021,61.9,58.78,68.11,93.15,Consumer Cyclical,Resorts & Casinos
MGM,MGM RESORTS INTL.,2022,70.42,61.64,70.77,88.36,Consumer Cyclical,Resorts & Casinos
MGM,MGM RESORTS INTL.,2023,73.27,63.42,68.76,93.02,Consumer Cyclical,Resorts & Casinos
MGM,MGM RESORTS INTL.,2024,79.68,58.99,68.99,88.12,Consumer Cyclical,Resorts & Casinos
MHK,MOHAWK INDUSTRIES,2020,80.16,70.03,87.04,0.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MHK,MOHAWK INDUSTRIES,2021,78.31,,88.18,29.93,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MHK,MOHAWK INDUSTRIES,2022,74.1,73.48,81.99,34.66,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MHK,MOHAWK INDUSTRIES,2023,77.85,71.84,80.1,31.12,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MHK,MOHAWK INDUSTRIES,2024,86.15,70.47,75.12,28.98,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MKC,MCCORMICK & COMPANY NV.,2020,68.97,68.37,69.01,44.08,Consumer Defensive,Packaged Foods
MKC,MCCORMICK & COMPANY NV.,2021,39.1,67.8,70.82,47.04,Consumer Defensive,Packaged Foods
MKC,MCCORMICK & COMPANY NV.,2022,74.45,74.28,67.7,45.87,Consumer Defensive,Packaged Foods
MKC,MCCORMICK & COMPANY NV.,2023,78.98,72.28,67.04,46.18,Consumer Defensive,Packaged Foods
MKC,MCCORMICK & COMPANY NV.,2024,87.28,69.05,69.93,45.47,Consumer Defensive,Packaged Foods
MLM,MARTIN MRTA.MATS.,2020,80.51,82.1,18.81,65.24,Basic Materials,Building Materials
MLM,MARTIN MRTA.MATS.,2021,71.13,79.0,21.9,61.54,Basic Materials,Building Materials
MLM,MARTIN MRTA.MATS.,2022,73.07,80.86,23.83,63.66,Basic Materials,Building Materials
MLM,MARTIN MRTA.MATS.,2023,79.55,79.19,27.17,51.13,Basic Materials,Building Materials
MLM,MARTIN MRTA.MATS.,2024,78.14,75.2,27.28,75.27,Basic Materials,Building Materials
MMC,MARSH & MCLENNAN,2020,62.2,80.46,21.14,55.06,Financial Services,Insurance Brokers
MMC,MARSH & MCLENNAN,2021,80.15,81.37,28.34,72.86,Financial Services,Insurance Brokers
MMC,MARSH & MCLENNAN,2022,72.39,82.92,32.59,71.27,Financial Services,Insurance Brokers
MMC,MARSH & MCLENNAN,2023,66.19,80.89,28.63,68.19,Financial Services,Insurance Brokers
MMC,MARSH & MCLENNAN,2024,71.43,78.92,34.04,67.35,Financial Services,Insurance Brokers
MMM,3M,2020,74.98,77.06,65.14,22.3,Industrials,Conglomerates
MMM,3M,2021,73.99,,76.62,25.32,Industrials,Conglomerates
MMM,3M,2022,71.11,78.8,76.68,41.15,Industrials,Conglomerates
MMM,3M,2023,71.0,78.89,74.55,34.0,Industrials,Conglomerates
MMM,3M,2024,71.4,77.93,72.12,35.64,Industrials,Conglomerates
MNST,MONSTER BEVERAGE,2020,75.35,59.51,4.01,68.85,Consumer Defensive,Beverages - Non-Alcoholic
MNST,MONSTER BEVERAGE,2021,75.58,54.66,4.09,66.59,Consumer Defensive,Beverages - Non-Alcoholic
MNST,MONSTER BEVERAGE,2022,75.23,57.65,4.16,58.78,Consumer Defensive,Beverages - Non-Alcoholic
MNST,MONSTER BEVERAGE,2023,80.57,53.86,5.48,61.96,Consumer Defensive,Beverages - Non-Alcoholic
MNST,MONSTER BEVERAGE,2024,84.74,56.75,15.36,62.23,Consumer Defensive,Beverages - Non-Alcoholic
MO,ALTRIA GROUP,2020,79.96,76.47,65.19,64.03,Consumer Defensive,Tobacco
MO,ALTRIA GROUP,2021,78.06,77.41,76.08,61.7,Consumer Defensive,Tobacco
MO,ALTRIA GROUP,2022,74.29,78.86,75.87,59.47,Consumer Defensive,Tobacco
MO,ALTRIA GROUP,2023,73.18,75.39,65.6,55.32,Consumer Defensive,Tobacco
MO,ALTRIA GROUP,2024,65.78,77.52,62.09,55.12,Consumer Defensive,Tobacco
MOH,MOLINA HEALTHCARE,2020,66.99,88.51,26.98,61.58,Healthcare,Healthcare Plans
MOH,MOLINA HEALTHCARE,2021,69.93,89.69,25.58,71.2,Healthcare,Healthcare Plans
MOH,MOLINA HEALTHCARE,2022,71.13,92.03,42.5,72.81,Healthcare,Healthcare Plans
MOH,MOLINA HEALTHCARE,2023,69.97,96.82,43.5,72.4,Healthcare,Healthcare Plans
MOH,MOLINA HEALTHCARE,2024,68.68,90.37,41.57,77.82,Healthcare,Healthcare Plans
MOS,MOSAIC,2020,52.75,34.46,80.87,,Basic Materials,Agricultural Inputs
MOS,MOSAIC,2021,55.65,61.94,78.5,,Basic Materials,Agricultural Inputs
MOS,MOSAIC,2022,65.4,68.02,75.55,,Basic Materials,Agricultural Inputs
MOS,MOSAIC,2023,68.93,66.09,73.53,57.01,Basic Materials,Agricultural Inputs
MOS,MOSAIC,2024,71.01,62.72,72.95,61.77,Basic Materials,Agricultural Inputs
MPC,MARATHON PETROLEUM,2020,59.88,56.72,82.76,,Energy,Oil & Gas Refining & Marketing
MPC,MARATHON PETROLEUM,2021,63.94,56.95,80.33,,Energy,Oil & Gas Refining & Marketing
MPC,MARATHON PETROLEUM,2022,65.08,72.91,80.22,,Energy,Oil & Gas Refining & Marketing
MPC,MARATHON PETROLEUM,2023,70.89,69.08,78.84,68.65,Energy,Oil & Gas Refining & Marketing
MPC,MARATHON PETROLEUM,2024,69.22,82.57,82.43,76.62,Energy,Oil & Gas Refining & Marketing
MPWR,MONOLITHIC PWR.SYS.,2020,80.74,77.63,21.78,84.43,Technology,Semiconductors
MPWR,MONOLITHIC PWR.SYS.,2021,79.61,77.11,19.31,86.51,Technology,Semiconductors
MPWR,MONOLITHIC PWR.SYS.,2022,78.28,77.47,19.05,93.71,Technology,Semiconductors
MPWR,MONOLITHIC PWR.SYS.,2023,80.68,77.66,16.22,83.41,Technology,Semiconductors
MPWR,MONOLITHIC PWR.SYS.,2024,80.68,77.07,17.0,86.5,Technology,Semiconductors
MRK,MERCK & COMPANY,2020,20.86,43.62,83.95,57.38,Healthcare,Drug Manufacturers - General
MRK,MERCK & COMPANY,2021,23.13,45.04,94.06,73.56,Healthcare,Drug Manufacturers - General
MRK,MERCK & COMPANY,2022,21.78,59.79,92.83,71.38,Healthcare,Drug Manufacturers - General
MRK,MERCK & COMPANY,2023,18.51,43.92,89.28,67.9,Healthcare,Drug Manufacturers - General
MRK,MERCK & COMPANY,2024,17.44,42.31,89.44,63.19,Healthcare,Drug Manufacturers - General
MRNA,MODERNA,2020,76.03,73.71,89.8,71.62,Healthcare,Biotechnology
MRNA,MODERNA,2021,75.42,67.11,91.56,68.71,Healthcare,Biotechnology
MRNA,MODERNA,2022,77.64,78.51,91.05,74.99,Healthcare,Biotechnology
MRNA,MODERNA,2023,76.0,80.24,92.45,71.41,Healthcare,Biotechnology
MRNA,MODERNA,2024,75.46,78.17,90.91,71.77,Healthcare,Biotechnology
MS,MORGAN STANLEY,2020,66.9,79.81,70.98,46.09,Financial Services,Capital Markets
MS,MORGAN STANLEY,2021,64.68,77.83,81.07,41.96,Financial Services,Capital Markets
MS,MORGAN STANLEY,2022,69.43,79.62,83.6,56.62,Financial Services,Capital Markets
MS,MORGAN STANLEY,2023,68.31,81.71,68.51,52.82,Financial Services,Capital Markets
MS,MORGAN STANLEY,2024,64.98,80.85,64.8,51.86,Financial Services,Capital Markets
MSCI,MSCI,2020,79.86,71.8,66.4,,Financial Services,Financial Data & Stock Exchanges
MSCI,MSCI,2021,78.07,69.56,52.27,,Financial Services,Financial Data & Stock Exchanges
MSCI,MSCI,2022,75.56,73.16,83.1,,Financial Services,Financial Data & Stock Exchanges
MSCI,MSCI,2023,75.22,85.31,82.15,42.2,Financial Services,Financial Data & Stock Exchanges
MSCI,MSCI,2024,72.81,85.54,77.56,43.87,Financial Services,Financial Data & Stock Exchanges
MSFT,MICROSOFT,2020,74.44,67.31,86.96,72.55,Technology,Software - Infrastructure
MSFT,MICROSOFT,2021,71.87,68.69,85.27,60.88,Technology,Software - Infrastructure
MSFT,MICROSOFT,2022,71.47,69.18,81.9,82.33,Technology,Software - Infrastructure
MSFT,MICROSOFT,2023,76.83,66.66,80.6,80.37,Technology,Software - Infrastructure
MSFT,MICROSOFT,2024,75.05,65.92,86.38,88.53,Technology,Software - Infrastructure
MSI,MOTOROLA SOLUTIONS,2020,42.13,38.56,77.88,72.71,Technology,Communication Equipment
MSI,MOTOROLA SOLUTIONS,2021,47.55,69.64,54.67,70.98,Technology,Communication Equipment
MSI,MOTOROLA SOLUTIONS,2022,46.44,60.98,53.97,70.03,Technology,Communication Equipment
MSI,MOTOROLA SOLUTIONS,2023,48.03,37.23,52.71,70.13,Technology,Communication Equipment
MSI,MOTOROLA SOLUTIONS,2024,45.34,43.65,52.1,73.48,Technology,Communication Equipment
MTB,M&T BANK,2020,25.21,80.38,74.76,34.16,Financial Services,Banks - Regional
MTB,M&T BANK,2021,25.71,73.23,71.84,66.52,Financial Services,Banks - Regional
MTB,M&T BANK,2022,25.38,60.11,70.14,65.03,Financial Services,Banks - Regional
MTB,M&T BANK,2023,29.25,47.82,65.22,79.16,Financial Services,Banks - Regional
MTB,M&T BANK,2024,26.19,45.61,61.52,79.68,Financial Services,Banks - Regional
MTCH,MATCH GROUP,2020,56.68,72.01,83.23,53.29,Communication Services,Internet Content & Information
MTCH,MATCH GROUP,2021,51.79,55.17,92.28,52.17,Communication Services,Internet Content & Information
MTCH,MATCH GROUP,2022,55.6,42.42,88.95,54.72,Communication Services,Internet Content & Information
MTCH,MATCH GROUP,2023,61.06,77.04,92.72,59.19,Communication Services,Internet Content & Information
MTCH,MATCH GROUP,2024,59.44,60.91,80.98,61.66,Communication Services,Internet Content & Information
MTD,METTLER TOLEDO INTL.,2020,77.05,45.74,49.59,49.23,Healthcare,Diagnostics & Research
MTD,METTLER TOLEDO INTL.,2021,79.12,56.45,49.55,57.8,Healthcare,Diagnostics & Research
MTD,METTLER TOLEDO INTL.,2022,76.68,56.39,49.52,69.97,Healthcare,Diagnostics & Research
MTD,METTLER TOLEDO INTL.,2023,83.46,44.02,45.43,67.45,Healthcare,Diagnostics & Research
MTD,METTLER TOLEDO INTL.,2024,81.65,53.95,46.57,69.52,Healthcare,Diagnostics & Research
MU,MICRON TECHNOLOGY,2020,62.9,92.13,70.19,47.01,Technology,Semiconductors
MU,MICRON TECHNOLOGY,2021,56.4,90.37,74.88,48.24,Technology,Semiconductors
MU,MICRON TECHNOLOGY,2022,63.23,89.03,69.26,53.13,Technology,Semiconductors
MU,MICRON TECHNOLOGY,2023,68.56,87.22,65.67,51.6,Technology,Semiconductors
MU,MICRON TECHNOLOGY,2024,68.59,86.05,62.97,49.17,Technology,Semiconductors
NCLH,NORWEGIAN CRUISE LINE HDG.,2020,88.39,90.44,46.12,45.49,Consumer Cyclical,Travel Services
NCLH,NORWEGIAN CRUISE LINE HDG.,2021,84.95,88.56,44.78,67.36,Consumer Cyclical,Travel Services
NCLH,NORWEGIAN CRUISE LINE HDG.,2022,87.02,91.0,41.42,83.5,Consumer Cyclical,Travel Services
NCLH,NORWEGIAN CRUISE LINE HDG.,2023,86.7,89.67,37.58,59.36,Consumer Cyclical,Travel Services
NCLH,NORWEGIAN CRUISE LINE HDG.,2024,83.5,88.66,36.07,66.22,Consumer Cyclical,Travel Services
NDAQ,NASDAQ,2020,45.09,57.92,71.65,40.84,Financial Services,Financial Data & Stock Exchanges
NDAQ,NASDAQ,2021,55.84,60.21,85.15,59.92,Financial Services,Financial Data & Stock Exchanges
NDAQ,NASDAQ,2022,51.98,61.73,78.68,58.45,Financial Services,Financial Data & Stock Exchanges
NDAQ,NASDAQ,2023,48.44,61.08,85.49,52.98,Financial Services,Financial Data & Stock Exchanges
NDAQ,NASDAQ,2024,44.4,56.19,79.83,52.01,Financial Services,Financial Data & Stock Exchanges
NDSN,NORDSON,2020,78.87,80.32,40.12,68.41,Industrials,Specialty Industrial Machinery
NDSN,NORDSON,2021,74.31,73.11,38.3,68.07,Industrials,Specialty Industrial Machinery
NDSN,NORDSON,2022,90.27,72.66,39.3,67.83,Industrials,Specialty Industrial Machinery
NDSN,NORDSON,2023,91.69,69.57,37.6,66.07,Industrials,Specialty Industrial Machinery
NDSN,NORDSON,2024,93.5,69.34,39.15,67.43,Industrials,Specialty Industrial Machinery
NEE,NEXTERA ENERGY,2020,69.8,71.76,84.51,75.49,Utilities,Utilities - Regulated Electric
NEE,NEXTERA ENERGY,2021,82.83,63.06,66.64,64.26,Utilities,Utilities - Regulated Electric
NEE,NEXTERA ENERGY,2022,85.23,62.68,47.61,63.49,Utilities,Utilities - Regulated Electric
NEE,NEXTERA ENERGY,2023,79.45,59.22,86.38,60.96,Utilities,Utilities - Regulated Electric
NEE,NEXTERA ENERGY,2024,76.87,61.23,72.93,59.56,Utilities,Utilities - Regulated Electric
NEM,NEWMONT,2020,20.1,70.49,72.01,70.42,Basic Materials,Gold
NEM,NEWMONT,2021,18.45,66.04,51.34,66.71,Basic Materials,Gold
NEM,NEWMONT,2022,15.94,66.02,65.17,71.36,Basic Materials,Gold
NEM,NEWMONT,2023,24.97,63.68,65.88,72.91,Basic Materials,Gold
NEM,NEWMONT,2024,23.27,67.59,73.23,69.11,Basic Materials,Gold
NFLX,NETFLIX,2020,86.39,54.49,67.38,,Communication Services,Entertainment
NFLX,NETFLIX,2021,89.14,57.15,62.12,16.9,Communication Services,Entertainment
NFLX,NETFLIX,2022,88.61,65.04,65.39,40.94,Communication Services,Entertainment
NFLX,NETFLIX,2023,84.32,64.42,60.84,47.43,Communication Services,Entertainment
NFLX,NETFLIX,2024,87.28,62.93,60.4,46.53,Communication Services,Entertainment
NI,NISOURCE,2020,54.31,36.76,43.11,33.03,Utilities,Utilities - Regulated Gas
NI,NISOURCE,2021,71.45,37.61,43.59,32.33,Utilities,Utilities - Regulated Gas
NI,NISOURCE,2022,65.99,47.51,47.43,32.07,Utilities,Utilities - Regulated Gas
NI,NISOURCE,2023,69.74,36.72,40.0,24.23,Utilities,Utilities - Regulated Gas
NI,NISOURCE,2024,63.75,43.92,37.43,30.53,Utilities,Utilities - Regulated Gas
NKE,NIKE 'B',2020,69.75,60.09,78.57,70.34,Consumer Cyclical,Footwear & Accessories
NKE,NIKE 'B',2021,71.17,56.44,76.47,75.79,Consumer Cyclical,Footwear & Accessories
NKE,NIKE 'B',2022,72.92,59.29,76.0,76.85,Consumer Cyclical,Footwear & Accessories
NKE,NIKE 'B',2023,75.76,60.26,83.39,73.98,Consumer Cyclical,Footwear & Accessories
NKE,NIKE 'B',2024,77.79,59.64,80.17,71.47,Consumer Cyclical,Footwear & Accessories
NOC,NORTHROP GRUMMAN,2020,53.63,73.25,86.82,40.47,Industrials,Aerospace & Defense
NOC,NORTHROP GRUMMAN,2021,59.63,70.67,81.53,22.88,Industrials,Aerospace & Defense
NOC,NORTHROP GRUMMAN,2022,65.75,68.59,83.1,20.33,Industrials,Aerospace & Defense
NOC,NORTHROP GRUMMAN,2023,65.01,62.56,84.72,17.75,Industrials,Aerospace & Defense
NOC,NORTHROP GRUMMAN,2024,70.86,61.72,85.08,19.9,Industrials,Aerospace & Defense
NOW,SERVICENOW,2020,71.3,41.94,72.31,87.26,Technology,Software - Application
NOW,SERVICENOW,2021,69.67,69.01,67.92,85.96,Technology,Software - Application
NOW,SERVICENOW,2022,69.43,69.45,72.11,81.07,Technology,Software - Application
NOW,SERVICENOW,2023,65.21,84.65,66.71,78.01,Technology,Software - Application
NOW,SERVICENOW,2024,63.94,55.82,69.88,71.86,Technology,Software - Application
NRG,NRG ENERGY,2020,62.87,82.42,22.26,68.07,Utilities,Utilities - Independent Power Producers
NRG,NRG ENERGY,2021,63.6,70.35,24.28,72.39,Utilities,Utilities - Independent Power Producers
NRG,NRG ENERGY,2022,69.3,62.87,30.46,81.88,Utilities,Utilities - Independent Power Producers
NRG,NRG ENERGY,2023,63.15,71.32,29.71,83.11,Utilities,Utilities - Independent Power Producers
NRG,NRG ENERGY,2024,63.71,67.56,27.92,83.2,Utilities,Utilities - Independent Power Producers
NSC,NORFOLK SOUTHERN,2020,75.6,58.56,46.92,93.09,Industrials,Railroads
NSC,NORFOLK SOUTHERN,2021,68.52,58.36,43.8,91.1,Industrials,Railroads
NSC,NORFOLK SOUTHERN,2022,65.35,60.62,46.12,91.03,Industrials,Railroads
NSC,NORFOLK SOUTHERN,2023,68.53,53.3,47.07,88.88,Industrials,Railroads
NSC,NORFOLK SOUTHERN,2024,77.41,54.84,51.99,87.59,Industrials,Railroads
NTAP,NETAPP,2020,54.86,82.85,77.96,60.64,Technology,Software - Infrastructure
NTAP,NETAPP,2021,54.55,83.13,70.6,63.08,Technology,Software - Infrastructure
NTAP,NETAPP,2022,59.78,81.99,74.87,64.68,Technology,Software - Infrastructure
NTAP,NETAPP,2023,70.89,76.23,78.44,61.31,Technology,Software - Infrastructure
NTAP,NETAPP,2024,77.09,74.31,79.79,57.65,Technology,Software - Infrastructure
NTRS,NORTHERN TRUST,2020,57.59,53.26,33.44,5.84,Financial Services,Asset Management
NTRS,NORTHERN TRUST,2021,55.14,56.92,32.08,5.1,Financial Services,Asset Management
NTRS,NORTHERN TRUST,2022,55.33,59.28,31.13,9.42,Financial Services,Asset Management
NTRS,NORTHERN TRUST,2023,55.92,53.36,28.79,4.29,Financial Services,Asset Management
NTRS,NORTHERN TRUST,2024,41.48,53.22,28.64,10.94,Financial Services,Asset Management
NUE,NUCOR,2020,54.48,42.85,81.02,60.31,Basic Materials,Steel
NUE,NUCOR,2021,53.29,51.19,77.15,67.08,Basic Materials,Steel
NUE,NUCOR,2022,55.79,60.62,82.0,73.69,Basic Materials,Steel
NUE,NUCOR,2023,52.64,57.96,80.13,71.49,Basic Materials,Steel
NUE,NUCOR,2024,33.09,58.02,82.22,65.82,Basic Materials,Steel
NVDA,NVIDIA,2020,89.59,61.18,50.39,44.26,Technology,Semiconductors
NVDA,NVIDIA,2021,95.05,45.07,53.74,55.64,Technology,Semiconductors
NVDA,NVIDIA,2022,95.25,40.12,58.87,65.74,Technology,Semiconductors
NVDA,NVIDIA,2023,94.38,33.96,56.58,63.93,Technology,Semiconductors
NVDA,NVIDIA,2024,93.68,38.3,52.38,84.1,Technology,Semiconductors
NVR,NVR,2020,53.01,64.97,84.94,78.17,Consumer Cyclical,Residential Construction
NVR,NVR,2021,54.09,64.37,86.0,78.87,Consumer Cyclical,Residential Construction
NVR,NVR,2022,55.78,61.94,86.01,79.06,Consumer Cyclical,Residential Construction
NVR,NVR,2023,57.58,57.24,86.43,76.84,Consumer Cyclical,Residential Construction
NVR,NVR,2024,55.59,73.31,88.03,76.11,Consumer Cyclical,Residential Construction
NWSA,NEWS 'A',2020,91.49,91.28,51.98,24.8,Communication Services,Entertainment
NWSA,NEWS 'B',2020,94.69,81.5,55.27,90.08,Communication Services,Entertainment
NWSA,NEWS 'A',2021,86.44,90.33,61.73,25.29,Communication Services,Entertainment
NWSA,NEWS 'B',2021,94.73,82.68,91.08,89.51,Communication Services,Entertainment
NWSA,NEWS 'A',2022,90.0,89.18,62.87,52.54,Communication Services,Entertainment
NWSA,NEWS 'B',2022,94.54,84.67,85.16,89.86,Communication Services,Entertainment
NWSA,NEWS 'A',2023,92.29,88.71,59.79,57.07,Communication Services,Entertainment
NWSA,NEWS 'B',2023,94.02,80.37,88.76,88.94,Communication Services,Entertainment
NWSA,NEWS 'A',2024,91.56,87.9,59.55,55.18,Communication Services,Entertainment
NWSA,NEWS 'B',2024,83.15,79.11,94.46,88.99,Communication Services,Entertainment
NXPI,NXP SEMICONDUCTORS,2020,49.28,88.13,41.34,33.62,Technology,Semiconductors
NXPI,NXP SEMICONDUCTORS,2021,55.68,81.98,32.44,29.45,Technology,Semiconductors
NXPI,NXP SEMICONDUCTORS,2022,59.15,87.82,31.92,30.18,Technology,Semiconductors
NXPI,NXP SEMICONDUCTORS,2023,51.94,87.33,29.21,29.69,Technology,Semiconductors
NXPI,NXP SEMICONDUCTORS,2024,54.27,85.91,24.79,,Technology,Semiconductors
O,REALTY INCOME,2020,74.69,65.82,81.49,20.23,Real Estate,REIT - Retail
O,REALTY INCOME,2021,82.31,79.44,80.35,28.97,Real Estate,REIT - Retail
O,REALTY INCOME,2022,81.3,79.33,79.54,59.52,Real Estate,REIT - Retail
O,REALTY INCOME,2023,78.58,77.61,77.28,21.57,Real Estate,REIT - Retail
O,REALTY INCOME,2024,67.14,76.69,70.77,35.31,Real Estate,REIT - Retail
ODFL,OLD DOMINION FGT.LINES,2020,28.88,78.57,74.71,63.97,Industrials,Trucking
ODFL,OLD DOMINION FGT.LINES,2021,65.6,85.38,85.02,73.83,Industrials,Trucking
ODFL,OLD DOMINION FGT.LINES,2022,78.13,82.59,78.68,73.62,Industrials,Trucking
ODFL,OLD DOMINION FGT.LINES,2023,82.22,78.91,73.29,75.35,Industrials,Trucking
ODFL,OLD DOMINION FGT.LINES,2024,88.25,77.92,73.52,71.55,Industrials,Trucking
OKE,ONEOK,2020,67.49,60.4,69.31,59.74,Energy,Oil & Gas Midstream
OKE,ONEOK,2021,79.54,74.43,68.91,62.3,Energy,Oil & Gas Midstream
OKE,ONEOK,2022,71.79,76.2,64.54,75.12,Energy,Oil & Gas Midstream
OKE,ONEOK,2023,70.2,76.29,63.71,71.54,Energy,Oil & Gas Midstream
OKE,ONEOK,2024,67.24,78.45,62.33,71.18,Energy,Oil & Gas Midstream
OMC,OMNICOM GROUP,2020,84.62,89.85,80.59,38.74,Communication Services,Advertising Agencies
OMC,OMNICOM GROUP,2021,82.09,83.01,81.42,34.53,Communication Services,Advertising Agencies
OMC,OMNICOM GROUP,2022,84.42,80.95,81.12,38.94,Communication Services,Advertising Agencies
OMC,OMNICOM GROUP,2023,77.12,88.83,88.43,35.57,Communication Services,Advertising Agencies
OMC,OMNICOM GROUP,2024,77.3,88.96,89.1,33.86,Communication Services,Advertising Agencies
ON,ON SEMICONDUCTOR,2020,83.11,94.68,86.63,56.37,Technology,Semiconductors
ON,ON SEMICONDUCTOR,2021,87.15,92.46,77.36,54.47,Technology,Semiconductors
ON,ON SEMICONDUCTOR,2022,84.01,89.72,80.1,62.86,Technology,Semiconductors
ON,ON SEMICONDUCTOR,2023,82.77,95.33,82.12,65.33,Technology,Semiconductors
ON,ON SEMICONDUCTOR,2024,81.23,94.28,80.0,65.15,Technology,Semiconductors
ORCL,ORACLE,2020,47.39,72.76,73.67,69.9,Technology,Software - Infrastructure
ORCL,ORACLE,2021,57.64,97.49,68.47,72.9,Technology,Software - Infrastructure
ORCL,ORACLE,2022,60.21,94.28,69.15,74.58,Technology,Software - Infrastructure
ORCL,ORACLE,2023,58.32,92.27,65.15,71.93,Technology,Software - Infrastructure
ORCL,ORACLE,2024,56.97,91.08,62.95,72.64,Technology,Software - Infrastructure
ORLY,O REILLY AUTOMOTIVE,2020,51.58,80.83,73.74,92.3,Consumer Cyclical,Auto Parts
ORLY,O REILLY AUTOMOTIVE,2021,54.11,78.59,68.12,83.18,Consumer Cyclical,Auto Parts
ORLY,O REILLY AUTOMOTIVE,2022,60.17,79.94,67.63,79.38,Consumer Cyclical,Auto Parts
ORLY,O REILLY AUTOMOTIVE,2023,49.05,77.7,67.11,84.69,Consumer Cyclical,Auto Parts
ORLY,O REILLY AUTOMOTIVE,2024,46.99,77.02,71.95,84.27,Consumer Cyclical,Auto Parts
OTIS,OTIS WORLDWIDE,2020,31.07,71.23,83.88,74.15,Industrials,Specialty Industrial Machinery
OTIS,OTIS WORLDWIDE,2021,29.93,55.61,83.72,72.25,Industrials,Specialty Industrial Machinery
OTIS,OTIS WORLDWIDE,2022,30.57,60.03,85.01,69.7,Industrials,Specialty Industrial Machinery
OTIS,OTIS WORLDWIDE,2023,31.37,61.42,84.06,78.17,Industrials,Specialty Industrial Machinery
OTIS,OTIS WORLDWIDE,2024,29.7,63.23,82.29,74.19,Industrials,Specialty Industrial Machinery
OXY,OCCIDENTAL PTL.,2020,70.97,84.1,75.68,53.73,Energy,Oil & Gas E&P
OXY,OCCIDENTAL PTL.,2021,88.2,79.11,77.78,56.67,Energy,Oil & Gas E&P
OXY,OCCIDENTAL PTL.,2022,87.31,88.11,78.54,54.43,Energy,Oil & Gas E&P
OXY,OCCIDENTAL PTL.,2023,89.88,70.54,75.43,57.79,Energy,Oil & Gas E&P
OXY,OCCIDENTAL PTL.,2024,90.28,67.98,75.59,54.2,Energy,Oil & Gas E&P
